uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,tagID,individualID,tagStatus,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,morphospeciesID,growthForm,shape,plantStatus,leafNumber,meanLeafLength,meanPetioleLength,meanBladeLength,basalStemDiameter,meanBasalDiameter,stemDiameter,stemLength,measurementHeight,maxCrownDiameter,ninetyCrownDiameter,height,baseCrownHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,canopyPosition,oldPadCount,newPadCount,stemCount,branchCount,meanBranchLength,remarks,measuredBy,recordedBy,dataEntryRecordID,publicationDate,release
da7da99a-ff7e-4252-aa12-e241e8561247,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,3,,TEMP.PLA.HARV.2014.04354,,THELY2,Thelypteris sp.,genus,,"",,fern,,,,25,,,,,,,,,,,,,,,,,,,,QC: NO ERROR JH,,,,20230109T190746Z,RELEASE-2023
5c90ae55-9d63-4302-9a9d-a5024fb916d3,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04355,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,99,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
1123aa64-25f4-4d25-a30b-3bc5d547e946,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04286,,DEPU2,Dennstaedtia punctilobula (Michx.) T. Moore,species,,"",,fern,,,,60,,,,,,,,,,,,,,,,,,,,Average of five arbitrarily chosen stems,,,,20230109T190746Z,RELEASE-2023
5ea3cfc9-f9b0-47b1-b284-a9d197f388fe,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04289,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,53,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
16738093-de01-4ac0-b70f-f70b1e07d233,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,1,,TEMP.PLA.HARV.2014.04287,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,84,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
12043e91-ce85-4ccd-b905-a48df61447b4,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04285,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,127,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
b40696fc-a89a-4137-9342-2a2f3666b37b,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04284,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,64,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
25ed65b5-d809-44cf-9ce0-60f4074dcbab,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04288,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,71,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
b1fa891f-4fc2-4a3b-a2e5-ff34069a4f4b,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04291,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,65,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
932abb4f-9042-4d3f-8a3b-2a5b19341d9e,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04290,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,70,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
03cc531d-313f-482d-8b9a-51a7d7749c58,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04293,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,80,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
d854345c-7544-48f9-838e-bdd0af7f59a1,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04255,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,66,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
de2186b1-804e-4a6b-8425-16c4fc2dbb07,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04257,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,57,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
7034a776-cf77-46d9-a10b-df34c561d1db,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04262,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,67,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
7de1b5d6-3e53-40e5-b0c2-b2f77d1bc5be,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04259,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,100,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
32940a46-4523-48b6-bc8c-2dd6dd4df391,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,1,,TEMP.PLA.HARV.2014.04264,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,89,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
0a7dd0bf-cca1-4c60-878c-f7afa61e3608,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04263,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,51,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
caf912c1-4e7a-4584-8fbf-b3b24f863c8e,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04260,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,71,,,,,,,,,,,,,,,,,,,,QC: NO ERROR JH,,,,20230109T190746Z,RELEASE-2023
e54d4cea-3a57-48a4-82df-3e6dc1a905a7,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04261,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,52,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
60ae7e96-4527-4fb9-aa20-a0a3f69f2c61,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04258,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,80,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
48ff0d12-3ede-46c8-a2e4-6d2df5af4965,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04265,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,73,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
c91dbbd4-8eee-4ae0-9810-af399e4169ab,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04266,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,48,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
ebc25091-8300-42ac-a707-2c28661299fd,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04268,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,55,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
b4ef4fd6-4da5-4206-b55a-54355a0043e3,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04267,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,71,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
52d6d343-a0af-4d1a-88e8-742015171b31,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04269,,DRYOP,Dryopteris sp.,genus,,"",,fern,,,,39,,,,,,,,,,,,,,,,,,,,QC: NO ERROR JH,,,,20230109T190746Z,RELEASE-2023
5a3c333c-2b31-4f20-9e2a-ed019a94e44b,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04271,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,70,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
fb653e6d-8b14-46d0-b142-ce10935ce334,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04270,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,57,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
08e2980f-bf59-44b0-9130-54d96abd71ba,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,3,,TEMP.PLA.HARV.2014.04272,,THELY2,Thelypteris sp.,genus,,"",,fern,,,,23,,,,,,,,,,,,,,,,,,,,QC: NO ERROR JH,,,,20230109T190746Z,RELEASE-2023
76198353-4e2e-4b4f-b502-ff7bbf64dd49,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,3,,TEMP.PLA.HARV.2014.04273,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,61,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
7026274f-c329-439e-a507-edde58464827,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04274,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,130,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
16d421aa-085e-4dbe-bcb7-374fad3d1f8b,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04278,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,70,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
6b6fd323-a79d-4fe4-a58b-19f38d226846,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04279,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,44,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
d7bf604d-0a44-4994-88bd-678accc219a4,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04277,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,52,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
ef277dc8-f105-4f2d-b6da-90f2fd7785b0,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04281,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,47,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
f8aa24cf-5e57-459f-9713-f883930b5c92,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04252,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,43,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
afcf84da-beb4-4c88-92f7-c9326d051527,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04282,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,53,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
e27a707c-4867-47e2-91e5-649b50606523,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04276,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,37,,,,,,,,,,,,,,,,,,,,QC: NO ERROR JH,,,,20230109T190746Z,RELEASE-2023
d206f7ac-4b9b-465b-ae19-8c0af47536a5,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04280,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,77,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
3409fc59-148e-4a7c-9596-c9bc5908d03c,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04250,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,64,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
d9ef5998-f1fe-4197-85d8-ba55868672b5,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04256,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,35,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
264a5597-7d73-4b4f-b31b-550701badfc6,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04292,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,52,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
dc7cc351-9a1d-4445-bfe5-9e4fb0749436,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04254,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,38,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
f7b22d57-ee53-4b93-bc70-37f2e755a47a,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04253,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,124,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
7b52cf42-1bd5-44ee-afa5-9fddcf62935c,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04251,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,105,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
29b76e0b-3633-45c9-97cc-35a3985b26f9,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04247,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,86,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
d457a4d6-5105-4573-9cee-ad7aaf1ba805,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04249,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,50,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
9a971070-0b6d-43b1-b6fc-9e4d7230983c,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04248,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,34,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
8f897d05-6131-4814-90a9-edc3f7125cc4,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04275,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,56,,,,,,,,,,,,,,,,,,,,QC: added this record; appeared to have been missing,,,,20230109T190746Z,RELEASE-2023
2a985e50-5ca4-4164-a2d5-6afaaa457ad7,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04283,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,129,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
dc405830-8a30-4b0c-b2db-4ebd8b9e1d14,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04297,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,73,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
a5fbdaee-bee6-4804-9402-ec2d5313d780,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,1,,TEMP.PLA.HARV.2014.04296,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,102,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
c84d36be-b012-4099-805f-dd9ab4c0741d,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04303,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,51,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
efe4df12-00d5-450f-9ee1-fa28eb21cee0,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04295,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,69,,,,,,,,,,,,,,,,,,,,QC: NO ERROR JH,,,,20230109T190746Z,RELEASE-2023
abf62a59-d849-4675-abd6-ebf45aa03261,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04294,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,69,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
417e16de-7fc4-4a68-a575-f0ea618bb08a,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04298,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,48,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
478363d1-7625-4a8d-9152-d15129c018bd,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04302,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,48,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
fa2745d4-c82d-4db9-ae28-e2207f1a4fc0,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04300,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,61,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
dab09b77-5206-4afa-93b8-55ad613e1405,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04299,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,96,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
46a26280-ed52-40cb-8b73-ec37338ee8e0,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,1,,TEMP.PLA.HARV.2014.04301,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,89,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
8ec502e5-0449-4e4c-a23b-e281354a2d4e,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,3,,TEMP.PLA.HARV.2014.04307,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,89,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
1dc050a4-23c9-4d02-8c3a-fc370caa0364,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,40,1,,TEMP.PLA.HARV.2014.04306,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,56,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
5c8d24f0-7dd4-49c2-9c01-47977aeb31b9,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04305,,OSMUN,Osmunda sp.,genus,,"",,fern,,,,85,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
924d4e05-efe9-472e-953f-7f3020a1a3ef,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,32,4,,TEMP.PLA.HARV.2014.04310,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,113,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
31aac187-eb7e-4c88-aaad-10d92d71dc47,HARV_004.basePlot.vst,2014-07-21,vst_HARV_2014,D01,HARV,HARV_004,31,4,,TEMP.PLA.HARV.2014.04308,,OSCIC,Osmunda cinnamomea L. var. cinnamomea,variety,,"",,fern,,,,63,,,,,,,,,,,,,,,,,,,,"",,,,20230109T190746Z,RELEASE-2023
