x	y	bio.16	bio.17	bio.1	bio.2	bio.3	S_PH_H2O
-111.75	24.75	137.2538393	9.902076321	23.53900283	6.55897273	41.16622936	7.40419
-111.75	25.25	138.7008025	11.84169576	23.63798558	7.084424118	41.4095111	7.43572
-111.75	25.75	139.7356937	14.2222073	23.79952847	7.266819163	40.4704231	7.55978
-111.25	24.25	161.4470486	9.515094144	23.70071484	6.933726749	42.92867126	7.42612
-111.25	24.75	161.4078434	11.3093207	23.73694502	7.954199808	44.2511958	7.49952
-111.25	25.25	165.8508409	14.09775686	24.04605426	7.364677139	41.42517828	7.71992
-111.25	25.75	167.7927504	16.53745493	24.28519644	7.445035536	40.19828062	7.79913
-110.75	24.25	196.4462579	11.95490014	24.0765671	6.742126121	41.70118132	7.57036
-110.75	24.75	195.6193528	14.24310779	24.21798135	7.351013615	42.04336857	7.6612
-110.25	23.25	228.2724577	10.46299155	24.401541	4.355704889	35.25536207	7.25951
-110.25	23.75	233.5543324	12.62349769	24.45292795	4.998740043	36.67059803	7.18506
-110.25	24.25	237.8005505	15.1684158	24.62450181	5.310525472	36.39746671	7.32983
-109.75	23.25	262.6419351	11.9390088	24.53174025	4.986721111	37.47353201	6.5613
-109.75	23.75	266.6204883	14.90991343	24.84078971	4.396141339	33.86286365	6.48781
-109.25	25.75	227.2735266	28.20352492	24.76847946	8.270621902	44.23700613	7.62873
-109.25	26.25	228.6121701	32.56086168	23.71406514	11.23020079	49.75609851	7.62618
-108.75	25.75	281.8156629	29.4929617	23.50550847	12.11859697	52.51736866	7.60043
-108.75	26.25	293.8691778	36.61929531	22.0000507	14.78586048	54.62337421	7.54525
-108.25	25.25	331.4574362	27.92617518	23.16293631	11.19461451	51.95419582	7.63317
-108.25	25.75	342.2656155	33.15661817	21.72954122	15.63873209	56.8238268	7.48955
-107.75	24.75	385.2455362	28.32453059	22.84296385	10.3123307	51.18713788	7.62883
-107.75	25.25	407.3265243	36.44371033	20.86503645	13.47735074	54.39661785	7.4905
-107.75	25.75	425.0341192	44.99242954	18.8973996	15.94472342	55.92820242	6.78722
-107.25	24.25	439.9661615	25.68297128	22.1837352	11.43135143	54.12740674	7.636
-107.25	24.75	461.565113	34.25600557	20.24757262	14.10604919	55.85151538	7.30543
-107.25	25.25	485.5227608	46.39191179	18.01486443	15.31127413	55.59720222	6.55211
